date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:14:06	569/569	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2003%20Apr%202023%2023:14:05%20GMT	https://achyutha.com/robots.txt		(from )
18:14:06	19533/19533	---MCZ	200	added ('OK')	text/html	etag:W/%224c4d-5d79a558cdefb%22	https://achyutha.com/	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/index.html	(from )
18:14:06	456/456	---MC-	200	added ('OK')	text/css	date:Mon,%2003%20Apr%202023%2023:14:06%20GMT	https://fonts.googleapis.com/css?family=Playfair+Display:400,700	/Users/achyuthavetagiri/websites/Portfolio/fonts.googleapis.com/cssaba3.css	(from https://achyutha.com/)
18:14:07	228/228	---MC-	200	added ('OK')	text/css	date:Mon,%2003%20Apr%202023%2023:14:07%20GMT	https://fonts.googleapis.com/css?family=Playfair+Display:900	/Users/achyuthavetagiri/websites/Portfolio/fonts.googleapis.com/css8285.css	(from https://achyutha.com/)
18:14:08	348/348	---MC-	200	added ('OK')	text/css	date:Mon,%2003%20Apr%202023%2023:14:08%20GMT	https://fonts.googleapis.com/css?family=Lato:300,400	/Users/achyuthavetagiri/websites/Portfolio/fonts.googleapis.com/csscf60.css	(from https://achyutha.com/)
18:14:09	352/352	---MC-	200	added ('OK')	text/css	date:Mon,%2003%20Apr%202023%2023:14:09%20GMT	https://fonts.googleapis.com/css?family=Lato:700,900	/Users/achyuthavetagiri/websites/Portfolio/fonts.googleapis.com/css49c6.css	(from https://achyutha.com/)
18:14:10	9326/9326	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%22246e-58515799f1126%22	https://achyutha.com/images/favicon.ico	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/favicon.ico	(from https://achyutha.com/)
18:14:11	11527/11527	---M--	200	added ('OK')	text/css	etag:%222d07-5c78f65ae7364%22	https://achyutha.com/css/utilities.min.css	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/css/utilities.min.css	(from https://achyutha.com/)
18:14:12	27043/27043	---M--	200	added ('OK')	text/css	etag:%2269a3-5c78f9964e681%22	https://achyutha.com/css/styles.min.css	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/css/styles.min.css	(from https://achyutha.com/)
18:14:13	810/810	---M--	200	added ('OK')	text/css	etag:%2232a-58515c181909b%22	https://achyutha.com/css/animate.min.css	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/css/animate.min.css	(from https://achyutha.com/)
18:14:15	14637/14637	---MCZ	200	added ('OK')	text/html	etag:W/%22392d-5c78f6062a078%22	https://achyutha.com/about.html	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/about.html	(from https://achyutha.com/)
18:14:16	96019/96019	---M--	200	added ('OK')	image/png	etag:%2217713-5c78f73750bb0%22	https://achyutha.com/images/home/wapo.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/home/wapo.png	(from https://achyutha.com/)
18:14:18	38679/38679	---MCZ	200	added ('OK')	text/html	etag:W/%229717-5e2a1078085a1%22	https://achyutha.com/elliewood.html	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/elliewood.html	(from https://achyutha.com/)
18:14:19	364329/364329	---M--	200	added ('OK')	image/png	etag:%2258f29-585157a584326%22	https://achyutha.com/images/elliewood/jumpbox-resize.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/jumpbox-resize.png	(from https://achyutha.com/)
18:14:20	14692/14692	---MCZ	200	added ('OK')	text/html	etag:W/%223964-5c78f635071b0%22	https://achyutha.com/goldman.html	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/goldman.html	(from https://achyutha.com/)
18:14:20	77068/77068	---M--	200	added ('OK')	image/png	etag:%2212d0c-585157aa48ff2%22	https://achyutha.com/images/goldman/goldman-1.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/goldman/goldman-1.png	(from https://achyutha.com/)
18:14:21	129119/129119	---M--	200	added ('OK')	image/jpeg	etag:%221f85f-5c78f7353c75e%22	https://achyutha.com/images/home/launch.jpeg	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/home/launch.jpg	(from https://achyutha.com/)
18:14:22	4455011/4455011	---M--	200	added ('OK')	application/pdf	etag:%2243fa63-5c78fb98b7e67%22	https://achyutha.com/pdf/DanielAutry_Resume.pdf	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/pdf/DanielAutry_Resume.pdf	(from https://achyutha.com/)
18:14:22	846/846	---M--	200	added ('OK')	image/png	etag:%2234e-5851579c110f7%22	https://achyutha.com/images/home/behance.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/home/behance.png	(from https://achyutha.com/)
18:14:23	731/731	---M--	200	added ('OK')	image/png	etag:%222db-5851579c1ebbb%22	https://achyutha.com/images/home/linkedin.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/home/linkedin.png	(from https://achyutha.com/)
18:14:24	808/808	---M--	200	added ('OK')	image/png	etag:%22328-5851579bc8c9f%22	https://achyutha.com/images/home/medium.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/home/medium.png	(from https://achyutha.com/)
18:14:25	984/984	---M--	200	added ('OK')	image/png	etag:%223d8-5851579c5a4ee%22	https://achyutha.com/images/home/dribble.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/home/dribble.png	(from https://achyutha.com/)
18:14:26	799/799	---M--	200	added ('OK')	image/png	etag:%2231f-5851579b1af27%22	https://achyutha.com/images/home/github.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/home/github.png	(from https://achyutha.com/)
18:14:28	86709/86709	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.1.1/jquery.min.js	/Users/achyuthavetagiri/websites/Portfolio/ajax.googleapis.com/ajax/libs/jquery/3.1.1/jquery.min.js	(from https://achyutha.com/)
18:14:28	2058/2058	---M--	200	added ('OK')	text/javascript	etag:%2280a-5c78f97b20ce4%22	https://achyutha.com/js/main.min.js	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/js/main.min.js	(from https://achyutha.com/)
18:14:30	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2003%20Apr%202023%2023:14:29%20GMT	https://fonts.googleapis.com/robots.txt		(from https://achyutha.com/)
18:14:30	1271/1271	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2003%20Apr%202023%2023:14:30%20GMT	https://achyutha.com/images/grey.jpg	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/grey.jpg	(from https://achyutha.com/about.html)
18:14:34	253668/253668	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jqueryui/1.12.1/jquery-ui.min.js	/Users/achyuthavetagiri/websites/Portfolio/ajax.googleapis.com/ajax/libs/jqueryui/1.12.1/jquery-ui.min.js	(from https://achyutha.com/about.html)
18:14:34	1211/1211	---M--	200	added ('OK')	text/javascript	etag:%224bb-5852aaac25037%22	https://achyutha.com/js/preload.min.js	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/js/preload.min.js	(from https://achyutha.com/about.html)
18:14:36	588333/588333	---M--	200	added ('OK')	image/png	etag:%228fa2d-585157a522886%22	https://achyutha.com/images/elliewood/jumpbox.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/jumpbox.png	(from https://achyutha.com/elliewood.html)
18:14:36	89043/89043	---M--	200	added ('OK')	image/png	etag:%2215bd3-585157a6a9305%22	https://achyutha.com/images/elliewood/uva.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/uva.png	(from https://achyutha.com/elliewood.html)
18:14:37	45184/45184	---M--	200	added ('OK')	image/png	etag:%22b080-585157a4e4072%22	https://achyutha.com/images/elliewood/med.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/med.png	(from https://achyutha.com/elliewood.html)
18:14:37	1948554/1948554	---M--	200	added ('OK')	image/jpeg	etag:%221dbb8a-5c78fc2848e8d%22	https://achyutha.com/images/about/daniel-7.jpg	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/about/daniel-7.jpg	(from https://achyutha.com/about.html)
18:14:38	13862/13862	---M--	200	added ('OK')	image/png	etag:%223626-585157a43a17b%22	https://achyutha.com/images/elliewood/cav.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/cav.png	(from https://achyutha.com/elliewood.html)
18:14:39	55732/55732	---M--	200	added ('OK')	image/png	etag:%22d9b4-585157a57c624%22	https://achyutha.com/images/elliewood/nbc.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/nbc.png	(from https://achyutha.com/elliewood.html)
18:14:40	36398/36398	---M--	200	added ('OK')	image/svg+xml	etag:%228e2e-585157a64d627%22	https://achyutha.com/images/elliewood/undraw_book_lover_mkck.svg	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/undraw_book_lover_mkck.svg	(from https://achyutha.com/elliewood.html)
18:14:41	33098/33098	---M--	200	added ('OK')	image/svg+xml	etag:%22814a-585157a610d54%22	https://achyutha.com/images/elliewood/elliewood-2.svg	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/elliewood-2.svg	(from https://achyutha.com/elliewood.html)
18:14:42	29228/29228	---M--	200	added ('OK')	image/svg+xml	etag:%22722c-585157a65c08c%22	https://achyutha.com/images/elliewood/elliewood-3.svg	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/elliewood-3.svg	(from https://achyutha.com/elliewood.html)
18:14:43	45197/45197	---M--	200	added ('OK')	image/svg+xml	etag:%22b08d-585157a6f369d%22	https://achyutha.com/images/elliewood/doctors.svg	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/doctors.svg	(from https://achyutha.com/elliewood.html)
18:14:44	9380/9380	---M--	200	added ('OK')	image/png	etag:%2224a4-585157a3f3c64%22	https://achyutha.com/images/elliewood/student.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/student.png	(from https://achyutha.com/elliewood.html)
18:14:45	12148/12148	---M--	200	added ('OK')	image/png	etag:%222f74-585157a369177%22	https://achyutha.com/images/elliewood/family.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/family.png	(from https://achyutha.com/elliewood.html)
18:14:46	14290/14290	---M--	200	added ('OK')	image/png	etag:%2237d2-585157a3c1f74%22	https://achyutha.com/images/elliewood/friends.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/friends.png	(from https://achyutha.com/elliewood.html)
18:14:47	7453/7453	---M--	200	added ('OK')	image/png	etag:%221d1d-585157a3ae6ee%22	https://achyutha.com/images/elliewood/ra.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/ra.png	(from https://achyutha.com/elliewood.html)
18:14:48	10291/10291	---M--	200	added ('OK')	image/png	etag:%222833-585157a49bc1b%22	https://achyutha.com/images/elliewood/therapist.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/therapist.png	(from https://achyutha.com/elliewood.html)
18:14:49	15637/15637	---M--	200	added ('OK')	image/png	etag:%223d15-585157a378b7d%22	https://achyutha.com/images/elliewood/psych.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/psych.png	(from https://achyutha.com/elliewood.html)
18:14:50	11116/11116	---M--	200	added ('OK')	image/png	etag:%222b6c-585157a5e1f44%22	https://achyutha.com/images/elliewood/director.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/director.png	(from https://achyutha.com/elliewood.html)
18:14:51	11658/11658	---M--	200	added ('OK')	image/png	etag:%222d8a-585157a40942b%22	https://achyutha.com/images/elliewood/proffessor.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/proffessor.png	(from https://achyutha.com/elliewood.html)
18:14:52	27074/27074	---M--	200	added ('OK')	image/png	etag:%2269c2-585157a323c01%22	https://achyutha.com/images/elliewood/duke-2.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/duke-2.png	(from https://achyutha.com/elliewood.html)
18:14:53	14052/14052	---M--	200	added ('OK')	image/jpeg	etag:%2236e4-585157a47f6f2%22	https://achyutha.com/images/elliewood/penn-state.jpg	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/penn-state.jpg	(from https://achyutha.com/elliewood.html)
18:14:54	26216/26216	---M--	200	added ('OK')	image/png	etag:%226668-585157a32f785%22	https://achyutha.com/images/elliewood/texas-longhorn.png	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/texas-longhorn.png	(from https://achyutha.com/elliewood.html)
18:14:55	27655/27655	---M--	200	added ('OK')	image/svg+xml	etag:%226c07-585157a6f07bc%22	https://achyutha.com/images/elliewood/elliewood-6.svg	/Users/achyuthavetagiri/websites/Portfolio/achyutha.com/images/elliewood/elliewood-6.svg	(from https://achyutha.com/elliewood.html)
